animal,Family,Subfamily,Tribe,Genus,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies,Min_size,Max_size,Raw_Data_all_workers,Sample_size_all_workers,Queen_HW_mean,Queen_HW_mean.1,Sample_size_queen,Raw_data_queen
Pyramica_ornata,Formicidae,Myrmicinae,Dacetini,Strumigenys,ant,NA,NA,20,"Geraghty et al., 2007",NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Pyramica_pergandei,Formicidae,Myrmicinae,Dacetini,Strumigenys,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Pyramica_schulzi,Formicidae,Myrmicinae,Dacetini,Strumigenys,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Pyramica_sp3,Formicidae,Myrmicinae,Dacetini,Strumigenys,ant,NA,NA,50,www.antprofiler.org,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pyramica_talpa,Formicidae,Myrmicinae,Dacetini,Strumigenys,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Pyrobombus_bimaculatus,Apidae,Bombinae,Bombini,Pyrobombus,bee,1,NA,60,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrobombus_huntii,Apidae,Bombinae,Bombini,Pyrobombus - was Bombus_huntii,bee,1,NA,515,"Cueva del Castillo et al., 2015",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrobombus_impatiens,Apidae,Bombinae,Bombini,Pyrobombus,bee,1,NA,450,"Michner, 1974",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrobombus_mixtus,Apidae,Bombinae,Bombini,Pyrobombus - was Bombus_mixtus,bee,1,NA,50,"Jaffe et al., 2014",3.57,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrobombus_ternarius,Apidae,Bombinae,Bombini,Pyrobombus - was Bombus_ternarius,bee,1,NA,100,"Rodriguez-Serrano et al., 2012; Michner, 1974",2.04,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pyrobombus_vagans,Apidae,Bombinae,Bombini,Pyrobombus - was Bombus_vagans,bee,1,NA,40,"Rodriguez-Serrano et al., 2012; Michner, 1974",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_araneoides,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"Wilson, 1959",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_aurata,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",182,"Monnin & Peeters, 2008 (citing Komene et al., 1999)",NA,22,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_chalybaea,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",265.37,"Shik, 2008 (citing Ward, 1983); H√∂lldobler & Wilson, 1990; Monnin & Peeters, 2008 (citing Ward, 1983)",1,1,0,0,0,0,0,0,1.304,1.396,"1.396, 1.358, 1.353, 1.342, 1.304",5,NA,NA,NA,NA
Rhytidoponera_confusa,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Ward, 1983",216.58,"Holldobler&Wilson, 1990; Villet, 1990; Monnin & Peeters, 2008 (citing Ward, 1983)",1,1,0,0,0,0,0,0,1.11,1.335,"1.305, 1.335, 1.110",3,NA,NA,NA,NA
Rhytidoponera_impressa,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_laciniosa,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",133.33,"Wilson, 1959; Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_mayri,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",531.77,"Tek Tay et al., 1997; Monnin & Peeters, 2008 (citing Pamilo et al., 1985 + Peeters, 1987 + Tay & Crozier, 2000)",NA,20,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_metallica,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",381,"Thomas & Elgar, 2003; Monnin & Peeters, 2008 (citing Chapuisat & Crozier, 2001 + Thomas & Elgar, 2003)",NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_purpurea,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"Villet, 1990",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_sp.,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",500,"Villet, 1990",NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Rhytidoponera_sp.12,Formicidae,Ectatomminae,Ectatommini,Rhytidoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",577,"Jaffe et al., 2012 (Peeters & Ito, 2001)",1.01,22,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Rogeria_sp.1,Formicidae,Myrmicinae,Solenopsidini,Rogeria,ant,NA,NA,107,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ropalidia_marginata,Vespidae,Polistinae,Ropalidiini,Parapolybia,wasp,1,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ropalidia_revolutionalis,Vespidae,Polistinae,Ropalidiini,Ropalidia,wasp,1,NA,NA,"Robson et al. 2000. Social and spatial organisation in colonies of a primitively eusocial wasp, Ropalidia revolutionalis (de Saussure) (Hymenoptera: Vespidae). Australian Journal of Entomology 39: 20-24.",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ropalidia_romandi,Vespidae,Polistinae,Ropalidiini,Ropalidia,wasp,1,NA,7005,Kud√¥ et al 2005,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rossomyrmex_anatolicus,Formicidae,Formicinae,Formicini,Rossomyrmex,ant,1,"Oster & Wilson, 1978",78.6,"Tinaut et al., 2010",NA,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rossomyrmex_minuchae,Formicidae,Formicinae,Formicini,Rossomyrmex,ant,1,"Oster & Wilson, 1978",126.86,"Tinaut et al., 2010",1,1,0,0,1,0,0,0,1.275,1.294,"1.275, 1.294",2,NA,NA,NA,NA
Rossomyrmex_quandratinodus,Formicidae,Formicinae,Formicini,Rossomyrmex,ant,1,"Oster & Wilson, 1978",58.7,"Tinaut et al., 2010 (some of their own data and citing Marikovsky, 1974)",NA,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_aff_depilis,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_angustula,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_barrocoloralensis,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,5000,"Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_bipunctata,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_clavipes,Apidae,Apinae,Meliponini,"Scaptotrigona OR Trigona_clavipes OR synonymous with another species. Therefore, unknown.",bee,1,NA,NA,NA,1.01,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_depilis,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,10375,"Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_fulviventris,Apidae,Apinae,Meliponini,Scaptotrigona - Maybe Trigona,bee,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_mexicana,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,2000,"Jaffe et al., 2014",1.06,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_pectoralis,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,4600,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014",1.09,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_postica,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,10375,"Hammond&Keller, 2004; Toth et al., 2004",1.38,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_quadripunctata,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,1650,"Wille, 1983",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_tubiba,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaptotrigona_xanthotricha,Apidae,Apinae,Meliponini,Scaptotrigona,bee,1,NA,223.5,"Wille, 1983",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scaura_latitarsis,Apidae,Apinae,Meliponini,Scaura,bee,1,"Gruter et al., 2017",393,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Schwarziana_quadripunctata,Apidae,Apinae,Meliponini,Schwarziana,bee,1,NA,1650,"Hammond&Keller, 2004; Toth et al., 2004; also mentioned in Jaffe et al., 2014",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Separatobombus_griseocollis,Apidae,Bombinae,Bombini,Separatobombus,bee,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Sericomyrmex_amabilis,Formicidae,Myrmicinae,Attini,Sericomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",920.93,"Ferguson-Gow, 2014; Holldobler & Wilson, 1990","1,127","1,22",1,0,0,0,0,0,0.996,1.185,"0.996, 1.176, 1.185, 1.227, 1.100, 1.145",6,1.331,NA,2,"1.390, 1.271"
Sericomyrmex_cf.amabilis,Formicidae,Myrmicinae,Attini,Sericomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,1.244,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Sericomyrmex_mayri,Formicidae,Myrmicinae,Attini,Sericomyrmex,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",945.5,"Holldobler & Wilson, 1990",,,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Simopelta_pentadentata,Formicidae,Ponerinae,Ponerini,Pseudoneoponera - was Pachycondyla_tridentata,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"Kronauer et al., 2011",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Simopelta_pergandei,Formicidae,Ponerinae,Ponerini,Simopelta,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"Kronauer et al., 2011",1,1,0,0,0,0,0,0,0.603,0.674,"0.631, 0.644, 0.603, 0.674",4,NA,NA,NA,NA
Simopelta_spp.,Formicidae,Ponerinae,Ponerini,Simopelta,ant,NA,NA,1500,"Burchill & Moreau, 2016 - (citing Gotwald & Brown, 1965)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_abdita,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_carolinensis,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_CO,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,42,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_COR,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,47,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_fugax,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,NA,,,,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_GA,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,19,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_geminata,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,2,"Wilson, 1978; Holldobler&Wilson, 1990; Wilson, 1953; Rajakumar et al., 2018; Wheeler, 1991; Ferster et al., 2006",64000,"Fjerdingstad, 2006; King & Porter, 2007",1.02,10.4,1,1,0,0,1,0,0.46,2.302,"0.741, 1.157, 1.646, 0.751, 0.746, 0.590, 1.049, 0.547, 0.724, 1.047, 1.657, 2.140, 0.695, 0.681, 0.604, 0.892, 0.460, 1.722, 0.574, 0.647, 0.644, 0.600, 0.672, 0.582, 0.644, 0.572, 1.487, 1.248, 1.595, 1.022, 0.694, 1.181, 1.610, 2.302, 2.298, 1.383, 1.273, 1.421",37,1.511,NA,10,"1.450, 1.579, 1.679, 1.540, 1.411, 1.498, 1.377, 1.460, 1.773, 1.339"
Solenopsis_globularia,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,50,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_invicta,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,1,"Wilson, 1978; Ferster et al., 2006; Wheeler, 1991",156666.67,"Fjerdingstad, 2006; Holldobler & Wilson 1990; Kaspari & Vargo, 1995 ; King &Porter, 2007",1,32,1,2,0,0,0,0,0.853,1.42,"1.314, 1.085, 1.133, 0.890, 1.112, 0.853, 1.420, 1.318,",8,1.34,NA,2,"1.414, 1.265"
Solenopsis_lou,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_MEK-005,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_MI,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,16,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_molesta,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,80,"Bertelsmeier et al., 2013",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_nickersoni,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,200,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_OR,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,140,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_papuana,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_pergandei,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,10000,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_picta,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,200,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_PL,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,54,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_PO,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,185,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_richteri,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,2,"Trager, 1991",3.00E+05,"Bertelsmeier et al., 2013","1,02","6,75",1,0,0,0,0,0,0.735,1.429,"1.183, 0.735, 1.429, 1.240, 1.130, 1.158",6,NA,NA,NA,NA
Solenopsis_saevissima,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_SO,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,555,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_sp.1,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,1,"Segundo et al., 2012",NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_sp.2,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,"Segundo et al., 2012",NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_sp.nr.abdita,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,200,"King & Porter, 2007",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_sp.nr.carolinensis,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,200,"King & Porter, 2007",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_SS,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,184,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_substituta,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,1,"Trager, 1991",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_tennesseensis,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,200,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_texana,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_tonsa,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,,200,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_tridens,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,1,"Trager, 1991",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_TT,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,44,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_virulens,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,1,"Trager, 1991",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Solenopsis_xyloni,Formicidae,Myrmicinae,Solenopsidini,Solenopsis,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Sphinctomyrmex_cfsteinheili,Formicidae,Dorylinae,NA,Sphinctomyrmex - was cerapachys,ant,1,"Wilson, 1978",240,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Stelopolybia_areata,Vespidae,Polistinae,Polistinae,Polybioides,wasp,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stelopolybia_multipicta,Vespidae,Polistinae,Polistinae,Stelopolybia,wasp,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stelopolybia_vicina,Vespidae,Polistinae,Polistinae,Stelopolybia,wasp,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_alas,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_brevicorne,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",70,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_debile,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",56,"Seifert, 2017",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_diecki,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",41,"Holldobler & Wilson, 1990",,"1,45",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_expolitum,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_felixi,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_impar,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",54,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_meridionale,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",15,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_schmittii,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",121,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_sp.,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,NA,NA,12,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Stenamma_westwoodii,Formicidae,Myrmicinae,Stenammini,Stenamma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stictoponera_bicolor,Formicidae,Ectatomminae,Ectatommini,Stictoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",480,"Sanders, personal communication",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stictoponera_coxalis,Formicidae,Ectatomminae,Ectatommini,Gnamptogenys - synonymous with Gnamptogenys_costata,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stictoponera_macretes,Formicidae,Ectatomminae,Ectatommini,Stictoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",40,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stictoponera_menadensis,Formicidae,Ectatomminae,Ectatommini,Stictoponera,ant,1,"Blanchard & Moreau, 2017; Oster & Wilson, 1978",113,"Peeters & Ito, 2001; Gobin & Peeters, 2001; Gobin et al., 1998; Monnin & Peeters, 2008 (citing Gobin et al., 1998)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stigmatomma_pallipes,Formicidae,Amblyoponinae,Amblyoponini,Stigmatomma - was Amblyopone_pallipes,ant,1,"Holldobler&Wilson, 1990; Peeters & Molet, 2010",12.08,"Traniello, 1982; Beckers et al., 1989",,"2,16",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stigmatomma_pluto,Formicidae,Amblyoponinae,Amblyoponini,Stigmatomma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",29.75,"Shik, 2008; Kaspari & Vargo, 1995",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stigmatomma_reclinatum,Formicidae,Amblyoponinae,Amblyoponini,Stigmatomma - was Amblyopone_reclinata,ant,1,"Wilson, 1978; Ito, 2010",101.13,"Billen et al., 2005; Monnin & Peeters, 2008 (citing Ito, 1993b); Burchill & Moreau, 2016 - (citing Monnin & Peeters, 2008)",NA,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stigmatomma_silvestrii,Formicidae,Amblyoponinae,Amblyoponini,Stigmatomma - was Amblyopone_silvestrii,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",12.24,"Masuko, 2003; Masuko, 2010",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
