animal,Family,Subfamily,Tribe,Genus,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies,Min_size,Max_size,Raw_Data_all_workers,Sample_size_all_workers,Queen_HW_mean,Queen_HW_mean.1,Sample_size_queen,Raw_data_queen
Fervidobombus_fervidus,Apidae,Bombinae,Bombini,Bombus - Bombus_fervidus previously Fervidobombus,bee,1,NA,93.75,"Rodriguez-Serrano et al., 2012; Michner, 1974",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Forelius_mccooki,Formicidae,Dolichoderinae,Leptomyrmecini,Forelius,ant,1,"Oster & Wilson, 1978; Godfrey & Gronenberg, 2020",10000,"Fjerdingstad & Crozier, 2006",,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Forelius_pruinosus,Formicidae,Dolichoderinae,Leptomyrmecini,Forelius,ant,1,"Oster & Wilson, 1978",10000,"King & Porter, 2007",,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_aquilonia,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978",495000,"Beckers et al., 1989; Helantera & Sundstrom, 2007; Jaffe et al., 2012 (citing Sundstr√∂m, L. personal communication)",1.48,10,1,2,0,0,0,0,1.401,1.947,"1.906, 1.425, 1.401, 1.778, 1.947",5,2.067,NA,1,2.067
Formica_archboldi,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",500,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_argentea,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",51,"Snyder, 1992",1,"2,4",1,0,0,0,0,0,1.43,1.53,"1.43, 1.516, 1.433, 1.466, 1.530",5,1.802,NA,1,1.802
Formica_aserva,Formicidae,Formicinae,Formicini,Formica,ant,1,"Tawdros et al., 2020",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_bradleyi,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",690.33,"Halverson et al., 1976",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_bruni,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",1400,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_candida,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",2318.18,"Helantera & Sundstrom, 2007; Jaffe et al., 2012",1,"2,4",1,0,0,0,0,0,0.976,1.437,"1.017, 1.363, 0.976, 1.437, 1.091, 1.346, 1.042, 1.31, 1.11, 1.021, 0.98, 0.997",12,NA,NA,NA,NA
Formica_cinerea,Formicidae,Formicinae,Formicini,Formica,ant,1,NA,10000,"Helantera & Sundstrom, 2007",NA,NA,NA,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_corsica,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_cunicularia,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",1250,"Parr et al., 2017; Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_dakotensis,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_dolosa,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_exsecta,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978",3054.68,"Hammond&Keller, 2004; Helantera & Sundstrom, 2007 (data on two subspecies); Martin et al., 2013",1.25,NA,0,2,0,0,0,0,1.25,1.492,"1.492, 1.491, 1.264, 1.414, 1.484, 1.36, 1.464, 1.25, 1.265, 1.258, 1.276",11,1.625,NA,3,"1.665, 1.654, 1.556"
Formica_exsectoides,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",139938,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_foreli,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_fusca,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",1013.89,"Holldobler & Wilson, 1990; Helantera & Sundstrom, 2007; Helantera & Sundstrom, 2005; Hannonen et al., 2004","1,11",2.96,1,0,0,0,0,0,1.065,2.723,"1.121, 1.193, 2.723, 1.332, 1.355, 1.065",6,1.811,NA,1,1.811
Formica_gagates,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_glacialis,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_incerta,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",714,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_japonica,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",2495,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",1,5,1,0,0,0,0,0,1.178,1.478,"1.178, 1.478, 1.246",3,1.813,NA,1,1.813
Formica_lemani,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_lugubris,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978",40000,"Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",NA,NA,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_montana,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_neoclara,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_neogagates,Formicidae,Formicinae,Formicini,Formica,ant,1,"Frumhoff & Ward, 1992; West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_neorufibarbis,Formicidae,Formicinae,Formicini,Formica,ant,1,"Holldobler&Wilson, 1990; West & Purcell, 2020; Tawdros et al., 2020",150,"Billick, 2002",,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_obscuripes,Formicidae,Formicinae,Formicini,Formica,ant,1,"Billick & Carter, 2007",NA,NA,NA,NA,1,0,0,0,0,0,1.72,2.022,"1.752, 1.721, 1.824, 1.72, 2.022",5,NA,NA,NA,NA
Formica_obscuriventris,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_opaciventris,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_pallidefulva,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020; Rajakumar et al., 2018",2209.54,"Holldobler & Wilson, 1990; King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_paralugubris,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978",1.00E+05,"Sorvari, 2017; Jaffe et al., 2012 (citing - Chapuisat, 1998; Chapuisat personal communication)",1.11,100,1,2,0,0,0,0,NA,NA,1.531,1,2.09,NA,1,2.09
Formica_perpilosa,Formicidae,Formicinae,Formicini,Formica,ant,1,"Holldobler&Wilson, 1990; West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_picea,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",650,"Seifert, 2017",1,"14,29",1,0,0,0,0,0,1.107,1.237,"1.11, 1.237, 1.107",3,1.643,NA,1,1.643
Formica_podzolica,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",22500,"Deslippe & Savoleinen, 1995","1,07","4,5",1,0,0,0,0,0,1.213,1.492,"1.213, 1.337, 1.281, 1.492",4,1.83,NA,1,1.83
Formica_polyctena,Formicidae,Formicinae,Formicini,Formica,ant,1,"Holldobler&Wilson, 1990",1263333.33,"Holldobler&Wilson, 1990; Helantera & Sundstrom, 2007a (citing Rosengren et al., 1993); Burchill & Moreau, 2016 - (citing Beckers et al., 1989)",NA,NA,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_pratensis,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",95555.55,"Helantera & Sundstrom, 2007; Beckers et al., 1989","1,22",1,0,0,0,0,0,0,1.505,1.904,"1.705, 1.847, 1.894, 1.505, 1.528, 1.904",6,2.2512,NA,5,"2.125, 2.404, 2.125, 2.41, 2.192"
Formica_pressilabris,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",12179,"Jaffe et al., 2012","1,12","2,5",1,0,0,0,0,0,0.886,1.266,"0.886, 1.189, 1.238, 1.266, 1.249",5,NA,NA,NA,NA
Formica_rufa,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",1.00E+05,"Helantera & Sundstrom, 2007","1,47",1,1,0,1,0,0,0,1.253,3.89,"1.641, 3.89, 1.838, 2.055, 1.553, 1.944, 1.253, 1.853",8,2.22033333,NA,3,"2.284, 2.06, 2.317"
Formica_sanguinea,Formicidae,Formicinae,Formicini,Formica,ant,1,"Holldobler&Wilson, 1990",11450,"Fjerdingstad, 2006; Jaffe et al., 2012 (personal communication Sundstr√∂m, L.)",1.31,3.25,1,0,1,0,0,0,1.678,3.808,"1.686, 3.808, 2.914, 1.984, 1.795, 2.196, 1.702, 1.741, 1.678",9,2.018,NA,1,2.018
Formica_selysi,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020; Schwander et al., 2005",13184,"Seifert, 2017; Rosset & Chapuisat, 2007","1,06","5,3",1,0,0,0,0,0,1.182,1.578,"1.182, 1.397, 1.578",3,1.849,NA,1,1.849
Formica_subintegra,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978",NA,NA,NA,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_subnitens,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_subsericea,Formicidae,Formicinae,Formicini,Formica,ant,1,"West & Purcell, 2020; Tawdros et al., 2020; Kamhi et al., 2017",8916,"Geraghty et al., 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formica_transkaucasica,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978",NA,NA,NA,NA,1,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA
Formica_truncorum,Formicidae,Formicinae,Formicini,Formica,ant,1,"Wilson, 1978; Fournier et al., 2008 - (citing Bargum et al., 2004); Bargum et al., 2004",8618.75,"Holldobler&Wilson, 1990; Helantera & Sundstrom, 2007 (data on two subspecies); Jaffe et al., 2012 (citing - Boomsma & Sundstr√∂m, 1998; Boomsma & Ratnieks, 1996; Sundstr√∂m, 1993; Sundstr√∂m, 1995); (data only on supercolonies (yessensis) Higashi & Yamauchi, 1979; Burchill & Moreau, 2016 - (citing Beckers et al., 1989))",1.43,7.39,0,2,0,0,0,0,1.279,2.052,"1.794, 1.279, 1.843, 2.052",4,NA,NA,NA,NA
Formicoxenus_nitidulus,Formicidae,Myrmicinae,Formicoxenini,Formicoxenus,ant,1,"Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formicoxenus_provancheri,Formicidae,Myrmicinae,Formicoxenini,Formicoxenus,ant,1,"Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Formicoxenus_quebecensis,Formicidae,Myrmicinae,Formicoxenini,Formicoxenus,ant,1,"Blanchard & Moreau, 2017",NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Friesella_schrottkyi,Apidae,Apinae,Meliponini,Friesella,bee,1,NA,1400,"Toth et al., 2004",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_flavicornis,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_languida,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_longipes,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,"Gruter et al., 2017",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_nigra,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,NA,720,"Toth et al., 2004",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_paupera,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,NA,600,"Gruter, 2018",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_silvestrii,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,"Gruter et al., 2017",500,"Gruter, 2018",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Frieseomelitta_varia,Apidae,Apinae,Meliponini,Frieseomelitta,bee,1,"Gruter et al., 2017",1200,"Toth et al., 2004",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Geotrigona_mombuca,Apidae,Apinae,Meliponini,Geotrigona,bee,1,"Gruter et al., 2017",2500,"Michner, 1974",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gigantiops_destructor,Formicidae,Formicinae,Gigantiopini,Gigantiops,ant,1,"Oster & Wilson, 1978",44.7,"Beugnon et al., 2001",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gnamptogenys_hartmani,Formicidae,Ectatomminae,Ectatommini,Gnamptogenys,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gnamptogenys_horni,Formicidae,Ectatomminae,Ectatommini,Gnamptogenys,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",28,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gnamptogenys_sp.1,Formicidae,Ectatomminae,Ectatommini,Gnamptogenys,ant,1,"Blanchard & Moreau, 2017; Oster & Wilson, 1978",24,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Goniomma_hispanicum,NA,NA,NA,NA,ant,1,"Blanchard & Moreau, 2017",300,"Sanders, personal communication",,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hagensia_havilandi,Formicidae,Ponerinae,Ponerini,Hagensia - Was Pseudoneoponera/Hagensia - synonymous with/was Pachycondyla_havilandi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",25,"Monnin & Peeters, 2008 (citing Villet, 1992)",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Halictus_hesperus,Halictidae,Halictinae,Halictini,Halictus,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Halictus_ligatus,Halictidae,Halictinae,Halictini,Halictus,bee,1,NA,NA,NA,2.9,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Halictus_lutescens,Halictidae,Halictinae,Halictini,Halictus,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Halictus_marginatus,Halictidae,Halictinae,Halictini,Halictus,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Harpagoxenus_canadensis,Formicidae,Myrmicinae,Formicoxenini,Harpagoxenus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,NA,1,1,0,0,1,0,0,0,0.89,0.897,"0.890, 0.897",2,0.949,NA,2,"0.963, 0.934"
Harpagoxenus_sublaevis,Formicidae,Myrmicinae,Formicoxenini,Harpagoxenus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",11.9,"Kramer et al., 2014 (citing Scharf et al., 2011)",1.02,1,0,0,1,0,0,0,0.792,0.969,"0.896, 0.792, 0.969",3,NA,NA,NA,NA
Harpegnathos_saltator,Formicidae,Ponerinae,Ponerini,Harpegnathos,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",64.78,"Monnin & Peeters, 2008 (citing Peeters et al., 2000)",NA,NA,1,0,0,0,0,0,2.1,2.148,"2.141, 2.148, 2.118, 2.100",4,2.209,2.25,1,2.209
Heteroponera_relicta,Formicidae,Heteroponerinae,Heteroponerini,Heteroponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",80,"Villet, 1990",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Holcoponera_bisulca,Formicidae,Ectatomminae,Ectatommini,Holcoponera,ant,1,"Urcuqui et al., 2019; Blanchard & Moreau, 2017; Oster & Wilson, 1978",22.3,"Urcuqui et al., 2019",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Holcoponera_cribrata,Formicidae,Ectatomminae,Ectatommini,Holcoponera,ant,1,"Ito & Gobin, 2008; Oster & Wilson, 1978; Blanchard & Moreau, 2017",27,"Ito & Gobin, 2008",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Holcoponera_moelleri,Formicidae,Ectatomminae,Ectatommini,Holcoponera,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Holcoponera_striatula,Formicidae,Ectatomminae,Ectatommini,Holcoponera,ant,1,"Blanchard & Moreau, 2017; Oster & Wilson, 1978",370.62,"Lommelen et al., 2010; Jaffe et al., 2012 (Blatrix & Jaisson, 2000); Monnin & Peeters, 2008 (citing blatrix, 2000 + blatrix & Jaisson, 2000)",1.25,14,1,0,0,0,0,0,0.693,1.024,"0.896, 0.79, 0.767, 1.024, 0.891, 0.87, 0.872, 0.77, 0.919, 0.925, 0.863, 0.708, 0.873, 0.851, 0.897, 0.79, 0.924, 0.903, 0.813, 1.022, 0.873, 0.792, 0.815, 0.798, 0.848, 0.757, 0.905, 0.886, 0.693, 0.943, 0.886, 0.793, 0.817, 0.955",34,0.98,NA,2,"1.197, 0.763"
Hypoponera_eduardi,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1500,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_inexorata,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",31,"King & Porter, 2007; Wheeler, 1903",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_opaciceps,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"King & Porter, 2007",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_opacior,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"King & Porter, 2007",,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_punctatissima,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_ragusai,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",32,"Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_sp,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_sp.,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"Villet, 1990",NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_sp._(JFC*_11104),Formicidae,Ponerinae,Ponerini,Hypoponera,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_sp.2,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,NA,NA,34,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_sp.3,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",24,"Burchil & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hypoponera_sp.b,Formicidae,Ponerinae,Ponerini,Hypoponera,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",21,"Burchil & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hypotrigona_araujoi,Apidae,Apinae,Meliponini,Hypotrigona,bee,1,NA,2500,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypotrigona_braunsi,Apidae,Apinae,Meliponini,Hypotrigona,bee,1,NA,425,"Wille, 1983",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hypotrigona_gribodoi,Apidae,Apinae,Meliponini,Hypotrigona,bee,1,NA,425,"Gruter, 2018",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Iberoformica_subrufa,Formicidae,Formicinae,Formicini,Iberoformica,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",700,"Parr et al., 2017",,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Iridomyrmex_anceps,NA,NA,NA,NA,ant,1,"Blanchard & Moreau, 2017",NA,,,,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iridomyrmex_purpureus,Formicidae,Dolichoderinae,Leptomyrmecini,Iridomyrmex,ant,1,"Blanchard & Moreau, 2017; Heterick & Shattuck, 2011",84133.4,"Shik, 2008; Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",1,"1,46",1,0,0,0,0,0,1.648,2.221,"1.685, 2.221, 2.072, 1.764, 1.709, 2.142, 2.097, 1.983, 1.648, 1.927, 2.069",11,NA,NA,NA,NA
Kalathomyrmex_emeryi,Formicidae,Myrmicinae,Attini,Kalathomyrmex,ant,1,"Blanchard & Moreau, 2017",100,"Ferguson-Gow, 2014",,1,0,0,0,0,0,0,NA,NA,NA,NA,0.789,NA,2,"0.817, 0.760"
Kalathomyrmex_morschi,Formicidae,Myrmicinae,Attini,Kalathomyrmex,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
Kartidris_nyos,NA,NA,NA,NA,ant,1,"Blanchard & Moreau, 2017",1000,"Sanders, personal communication",,,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labidus_coecus,Formicidae,Dorylinae,NA,Labidus,ant,3,"Keegans et al., 1993; Watkins, 1982",1.00E+06,"Barth et al., 2014","8,1",1,0,0,0,0,0,0,0.578,2.796,"0.939, 1.772, 1.735, 1.196, 2.796, 1.235, 0.578, 2.378, 1.645, 2.213, 1.825, 0.668, 0.855, 1.136, 2.324, 1.669, 1.616",17,NA,NA,NA,NA
Labidus_praedator,Formicidae,Dorylinae,NA,Labidus,ant,2,"Oster & Wilson, 1978; Keegans et al., 1993",1500000,"Barth et al., 2014; Kaspari & Vargo, 1995","20,25",1,0,0,0,0,0,0,0.645,2.692,"1.089, 2.291, 1.434, 1.059, 1.65, 0.645, 2.692, 0.888, 1.059, 2.348, 1.972",11,NA,NA,NA,NA
Labidus_spininodis,Formicidae,Dorylinae,NA,Labidus,ant,NA,"Wilson, 1978",NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Laptanilloides_amazona,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum_duplex,Halictidae,Halictinae,Halictini,Lasioglossum,bee,1,NA,5.5,"Michner, 1974",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum_imitatum,Halictidae,Halictinae,Halictini,Lasioglossum,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum_laevissumum,Halictidae,Halictinae,Halictini,Lasioglossum,bee,1,NA,NA,NA,1,1.25,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
